Date,recipient,in_degree
2022-4,tz1SiPXX4MYGNJNDsRc7n8hkvUqFzg8xqF9m,3825
2022-4,KT1FvqJwEDWb1Gwc55Jd1jjTHRVWbYKUUpyq,3182
2022-4,KT193D4vozYnhGJQVtw7CoxxqphqUEEwK6Vb,619
2022-4,KT18fp5rcTW7mbWDmzFwjLDUhs5MeJmagDSZ,566
2022-4,tz1NcoDFXMAfB26mpBhVrdSHmppyTeccT6Fi,535
2022-4,KT1NoozaPXHKZHobxcheTWa1XLSTChUTgBg1,687
2022-4,KT1PHubm9HtyQEJ4BBpMTVomq6mhbfNZ9z5w,6874
2022-4,KT1NVvPsNDChrLRH5K2cy6Sc9r1uuUwdiZQd,948
2022-4,KT1GyRAJNdizF1nojQz62uGYkx8WFRUJm9X5,3189
2022-4,tz1LnHsA2wpn7guf8b7xzX2i5zNKRQoRQVgJ,890
2022-4,KT1WvV2rPBQUFUqtCWmnnj8JX2gkmDtMBzQi,918
2022-4,KT1HbQepzV1nVGg8QVznG7z4RcHseD5kwqBn,8177
2022-4,KT191reDVKrLxU9rjTSxg53wRqj6zh8pnHgr,1530
2022-4,KT1Vnzk8NnfB32ZZ5K281kgh3EJo2z6SXew8,573
2022-4,KT1Ha4yFVeyzw6KRAdkzq6TxDHB97KG4pZe8,2268
2022-4,KT1TwzD6zV3WeJ39ukuqxcfK2fJCnhvrdN1X,943
2022-4,KT1WvzYHCNBvDSdwafTHv7nJ1dWmZ8GCYuuC,18740
2022-4,KT1XRPEPXbZK25r3Htzp2o1x7xdMMmfocKNW,519
2022-4,KT1CzVSa18hndYupV9NcXy3Qj7p8YFDZKVQv,1497
2022-4,KT1MsktCnwfS1nGZmf8QbaTpZ8euVijWdmkC,787
2022-4,KT1Ezht4PDKZri7aVppVGT4Jkw39sesaFnww,1257
2022-4,KT1TnTr6b2YxSx2xUQ8Vz3MoWy771ta66yGx,1342
2022-4,KT1BJ5udeRJy4JsZ7uwYYeZb6GtCGj2aVzpb,627
2022-4,KT18p94vjkkHYY3nPmernmgVR7HdZFzE7NAk,3375
2022-4,tz1SGrdsM2EDo7juLo1U3vg2FoMekpkpDJLX,6757
2022-4,KT1BvWGFENd4CXW5F3u4n31xKfJhmBGipoqF,1639
2022-4,KT1LjmAdYQCLBjwv4S2oFkEzyHVkomAf5MrW,999
2022-4,tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,533
2022-4,KT1GRSvLoikDsXujKgZPsGLX8k8VvR2Tq95b,952
2022-4,KT1GqCQqwzSDXBkCr8nFJ932JtcSugfVS2vL,646
2022-4,KT1TR4qabnDU6aAUym6nauSGaRwJpoKU3efP,567
2022-4,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,10639
2022-4,KT1GbyoDi7H1sfXmimXpptZJuCdHMh66WS9u,3669
2022-4,tz1e4N6UZzrjoxKbsJoLnxuBy6DfZu4voiTV,774
2022-4,KT1P8n2qzJjwMPbHJfi4o8xu6Pe3gaU3u2A3,1589
2022-4,KT1TjnZYs5CGLbmV6yuW169P8Pnr9BiVwwjz,2182
2022-4,KT1R5dHqnpeKVFow9mErfN763RFfe51vmiB8,617
2022-4,KT1FFE2LC5JpVakVjHm5mM36QVp2p3ZzH4hH,507
2022-4,KT1U6EHmNxJTkvaWJ4ThczG4FSDaHC21ssvi,2880
2022-4,KT1My1wDZHDGweCrJnQJi3wcFaS67iksirvj,1725
2022-4,KT1Aq4wWmVanpQhq4TTfjZXB5AjFpx15iQMM,4050
2022-4,KT1MxDwChiDwd6WBVs24g1NjERUoK622ZEFp,1013
2022-4,KT1Hkg5qeNhfwpKW4fXvq7HGZB9z2EnmCCA9,3961
2022-4,KT1F1mn2jbqQCJcsNgYKVAQjvenecNMY2oPK,635
2022-4,tz1gNjyzyT8L6WgNS4AdNMppsSFw76J4aDvT,620
2022-4,KT1ErKVqEhG9jxXgUG2KGLW3bNM7zXHX8SDF,607
2022-4,KT1K9gCRgaLRFKTErYt1wVxA3Frb9FjasjTV,573
2022-4,KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,1265
2022-4,KT1KEa8z6vWXDJrVqtMrAeDVzsvxat3kHaCE,2440
2022-4,KT1EpGgjQs73QfFJs9z7m1Mxm5MTnpC2tqse,532
2022-5,KT18fp5rcTW7mbWDmzFwjLDUhs5MeJmagDSZ,571
2022-5,KT1U6EHmNxJTkvaWJ4ThczG4FSDaHC21ssvi,6869
2022-5,KT1TjnZYs5CGLbmV6yuW169P8Pnr9BiVwwjz,1973
2022-5,KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,691
2022-5,KT1Q4wFeTFEctsoChzPX6ZSjfE2edZ134kmw,901
2022-5,tz1UbRzhYjQKTtWYvGUWcRtVT4fN3NESDVYT,557
2022-5,tz1SiPXX4MYGNJNDsRc7n8hkvUqFzg8xqF9m,5421
2022-5,KT1WX1sPzJDud5mJyq6LVN7ZuCqajtANYZJk,596
2022-5,KT1CzVSa18hndYupV9NcXy3Qj7p8YFDZKVQv,628
2022-5,KT191reDVKrLxU9rjTSxg53wRqj6zh8pnHgr,2194
2022-5,tz1bDXD6nNSrebqmAnnKKwnX1QdePSMCj4MX,833
2022-5,tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,504
2022-5,KT198mqFKkiWerXLmMCw69YB1i6yzYtmGVrC,949
2022-5,KT1WvzYHCNBvDSdwafTHv7nJ1dWmZ8GCYuuC,17348
2022-5,KT1BJC12dG17CVvPKJ1VYaNnaT5mzfnUTwXv,7301
2022-5,tz1bAjg8KhBjzRMuPbdLfC4EvETmdsuruynm,708
2022-5,tz1SGrdsM2EDo7juLo1U3vg2FoMekpkpDJLX,1388
2022-5,KT1BRhcRAdLia3XQT1mPSofHyrmYpRddgj3s,778
2022-5,KT1GBZmSxmnKJXGMdMLbugPfLyUPmuLSMwKS,560
2022-5,KT1My1wDZHDGweCrJnQJi3wcFaS67iksirvj,1189
2022-5,KT1MsktCnwfS1nGZmf8QbaTpZ8euVijWdmkC,588
2022-5,KT1Ezht4PDKZri7aVppVGT4Jkw39sesaFnww,1758
2022-5,KT1LjmAdYQCLBjwv4S2oFkEzyHVkomAf5MrW,927
2022-5,KT1K9gCRgaLRFKTErYt1wVxA3Frb9FjasjTV,559
2022-5,KT1FvqJwEDWb1Gwc55Jd1jjTHRVWbYKUUpyq,2756
2022-5,KT1WvV2rPBQUFUqtCWmnnj8JX2gkmDtMBzQi,573
2022-5,KT1Xo5B7PNBAeynZPmca4bRh6LQow4og1Zb9,2253
2022-5,KT1Rwz6GV7C3RU3nDRRmfLSxNXfG8saVJkqB,510
2022-5,KT1AFq5XorPduoYyWxs5gEyrFK6fVjJVbtCj,578
2022-5,KT1TnTr6b2YxSx2xUQ8Vz3MoWy771ta66yGx,1889
2022-5,KT1XRPEPXbZK25r3Htzp2o1x7xdMMmfocKNW,654
2022-5,KT1ErKVqEhG9jxXgUG2KGLW3bNM7zXHX8SDF,715
2022-5,KT1Ha4yFVeyzw6KRAdkzq6TxDHB97KG4pZe8,5335
2022-5,KT1HbQepzV1nVGg8QVznG7z4RcHseD5kwqBn,3876
2022-5,KT1TjHyHTnL4VMQQyD75pr3ZTemyPvQxRPpA,1011
2022-5,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,9811
2022-5,KT1Aq4wWmVanpQhq4TTfjZXB5AjFpx15iQMM,4504
2022-5,KT1FFE2LC5JpVakVjHm5mM36QVp2p3ZzH4hH,555
2022-5,KT1M81KrJr6TxYLkZkVqcpSTNKGoya8XytWT,539
2022-5,KT1NVvPsNDChrLRH5K2cy6Sc9r1uuUwdiZQd,790
2022-5,KT18pVpRXKPY2c4U2yFEGSH3ZnhB2kL8kwXS,997
2022-5,KT1CaPv67yRg5ordDzXWVydeM5EZa7TXS2fk,861
2022-5,KT1ViVwoVfGSCsDaxjwoovejm1aYSGz7s2TZ,922
2022-5,KT1R5dHqnpeKVFow9mErfN763RFfe51vmiB8,708
2022-5,tz1LnHsA2wpn7guf8b7xzX2i5zNKRQoRQVgJ,803
2022-5,KT1GyRAJNdizF1nojQz62uGYkx8WFRUJm9X5,2751
2022-5,tz1ZQqRYMAwswy3pHSrpCoAyFin9wvk9togY,1272
2022-5,KT1TwzD6zV3WeJ39ukuqxcfK2fJCnhvrdN1X,608
2022-5,KT18p94vjkkHYY3nPmernmgVR7HdZFzE7NAk,2917
2022-5,KT1NoozaPXHKZHobxcheTWa1XLSTChUTgBg1,1889
2022-5,KT1GbyoDi7H1sfXmimXpptZJuCdHMh66WS9u,5945
2022-5,KT1EF89rHUm71YoFqUTnc4DjiPUas9HyGWb1,3756
2022-5,KT1PHubm9HtyQEJ4BBpMTVomq6mhbfNZ9z5w,9172
2022-5,KT1Hkg5qeNhfwpKW4fXvq7HGZB9z2EnmCCA9,3418
2022-5,KT1P8n2qzJjwMPbHJfi4o8xu6Pe3gaU3u2A3,2300
2022-5,KT1GRSvLoikDsXujKgZPsGLX8k8VvR2Tq95b,1005
2022-5,tz1i6nDmYqhPXQEdtejRW2auVJB98rfJzkis,854
2022-5,KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,500
2022-5,KT1PSUKkif8KZzSeWdPewWMkx61QBR8VuXsm,514
2022-5,KT1Dn3sambs7KZGW88hH2obZeSzfmCmGvpFo,682
2022-5,tz1e4N6UZzrjoxKbsJoLnxuBy6DfZu4voiTV,684
2022-5,KT1KEa8z6vWXDJrVqtMrAeDVzsvxat3kHaCE,2886
2022-5,tz1hkzS6pnfnHv9KzX1nbtqXVqUkzcem8FJs,1069
2022-5,KT193D4vozYnhGJQVtw7CoxxqphqUEEwK6Vb,535
2022-6,KT1QSERFwHZcQfUf6ZruTSLMBfzitRs6ixmP,1066
2022-6,KT1LjmAdYQCLBjwv4S2oFkEzyHVkomAf5MrW,842
2022-6,KT1WvV2rPBQUFUqtCWmnnj8JX2gkmDtMBzQi,542
2022-6,KT18fp5rcTW7mbWDmzFwjLDUhs5MeJmagDSZ,748
2022-6,tz1LnHsA2wpn7guf8b7xzX2i5zNKRQoRQVgJ,850
2022-6,KT1HbQepzV1nVGg8QVznG7z4RcHseD5kwqBn,2430
2022-6,KT1Aq4wWmVanpQhq4TTfjZXB5AjFpx15iQMM,4705
2022-6,KT1ErKVqEhG9jxXgUG2KGLW3bNM7zXHX8SDF,864
2022-6,KT1NoozaPXHKZHobxcheTWa1XLSTChUTgBg1,1476
2022-6,KT1VNEzpf631BLsdPJjt2ZhgUitR392x6cSi,697
2022-6,KT193D4vozYnhGJQVtw7CoxxqphqUEEwK6Vb,814
2022-6,KT1FbYwEWU8BTfrvNoL5xDEC5owsDxv9nqKT,518
2022-6,KT191reDVKrLxU9rjTSxg53wRqj6zh8pnHgr,1677
2022-6,KT1QcZ81mxhYutPCA7WeVAd7Ko1etWJBuRqQ,1018
2022-6,KT1D8Q4HEMzoiBaGSVDdTTYMq9phz98WizVQ,587
2022-6,KT1U6EHmNxJTkvaWJ4ThczG4FSDaHC21ssvi,6383
2022-6,KT1Hkg5qeNhfwpKW4fXvq7HGZB9z2EnmCCA9,2472
2022-6,KT1BRhcRAdLia3XQT1mPSofHyrmYpRddgj3s,536
2022-6,KT1TnTr6b2YxSx2xUQ8Vz3MoWy771ta66yGx,1414
2022-6,KT1Xo5B7PNBAeynZPmca4bRh6LQow4og1Zb9,1200
2022-6,tz1SGrdsM2EDo7juLo1U3vg2FoMekpkpDJLX,1080
2022-6,KT1PfSzijPDq9DfuZrNjQcvdnz1WudP6D68e,587
2022-6,KT1EF89rHUm71YoFqUTnc4DjiPUas9HyGWb1,2449
2022-6,KT1TjHyHTnL4VMQQyD75pr3ZTemyPvQxRPpA,3722
2022-6,KT1KEa8z6vWXDJrVqtMrAeDVzsvxat3kHaCE,2016
2022-6,KT1W7hHwQeVkPN5yMSm1rPpmjwaHDPQMLMVa,549
2022-6,KT1XRPEPXbZK25r3Htzp2o1x7xdMMmfocKNW,748
2022-6,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,8538
2022-6,KT1NVvPsNDChrLRH5K2cy6Sc9r1uuUwdiZQd,2367
2022-6,KT1BMckrHK8bvQE4KSGfeeykJbX9SRKyK66v,501
2022-6,KT1CK9RnWZGnejBeT6gJfgvf4p7f1NwhP9wS,1123
2022-6,KT1Gxkok7KpNPanU9nGdwoYcwAQ8n2aTuV7M,904
2022-6,KT195oHs7H3KcQ5qbDRvwo6zo5hGtfQ9qCK7,521
2022-6,KT1TjnZYs5CGLbmV6yuW169P8Pnr9BiVwwjz,1960
2022-6,KT18pVpRXKPY2c4U2yFEGSH3ZnhB2kL8kwXS,770
2022-6,KT1P8n2qzJjwMPbHJfi4o8xu6Pe3gaU3u2A3,1732
2022-6,KT1GRSvLoikDsXujKgZPsGLX8k8VvR2Tq95b,951
2022-6,KT1PWx2mnDueood7fEmfbBDKx1D9BAnnXitn,561
2022-6,KT1ViVwoVfGSCsDaxjwoovejm1aYSGz7s2TZ,730
2022-6,KT1Ezht4PDKZri7aVppVGT4Jkw39sesaFnww,1847
2022-6,tz1e4N6UZzrjoxKbsJoLnxuBy6DfZu4voiTV,679
2022-6,KT1PHubm9HtyQEJ4BBpMTVomq6mhbfNZ9z5w,7872
2022-6,tz2WDATNYnp7FdsmuZDYSidioZqeoLNZqXvE,4222
2022-6,KT1Ha4yFVeyzw6KRAdkzq6TxDHB97KG4pZe8,5589
2022-6,KT1K9gCRgaLRFKTErYt1wVxA3Frb9FjasjTV,538
2022-6,KT1PSUKkif8KZzSeWdPewWMkx61QBR8VuXsm,508
2022-6,KT1GbyoDi7H1sfXmimXpptZJuCdHMh66WS9u,6713
2022-6,KT18p94vjkkHYY3nPmernmgVR7HdZFzE7NAk,2821
2022-6,tz1UbRzhYjQKTtWYvGUWcRtVT4fN3NESDVYT,572
2022-6,KT1FvqJwEDWb1Gwc55Jd1jjTHRVWbYKUUpyq,2407
2022-6,tz1bAjg8KhBjzRMuPbdLfC4EvETmdsuruynm,775
2022-6,KT1WvzYHCNBvDSdwafTHv7nJ1dWmZ8GCYuuC,17687
2022-6,KT198mqFKkiWerXLmMCw69YB1i6yzYtmGVrC,612
2022-6,KT1X3zxdTzPB9DgVzA3ad6dgZe9JEamoaeRy,610
2022-6,KT1GyRAJNdizF1nojQz62uGYkx8WFRUJm9X5,4084
2022-6,tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,608
2022-6,KT1J6NY5AU61GzUX51n59wwiZcGJ9DrNTwbK,1151
2022-6,tz1hkzS6pnfnHv9KzX1nbtqXVqUkzcem8FJs,866
2022-6,KT1SjXiUX63QvdNMcM2m492f7kuf8JxXRLp4,799
2022-6,KT1BJC12dG17CVvPKJ1VYaNnaT5mzfnUTwXv,8188
2022-6,KT1VoZeuBMJF6vxtLqEFMoc4no5VDG789D7z,1696
2022-6,KT1R5dHqnpeKVFow9mErfN763RFfe51vmiB8,562
2022-6,KT1My1wDZHDGweCrJnQJi3wcFaS67iksirvj,921
2022-7,KT1BJC12dG17CVvPKJ1VYaNnaT5mzfnUTwXv,7833
2022-7,tz1LnHsA2wpn7guf8b7xzX2i5zNKRQoRQVgJ,590
2022-7,KT1VoZeuBMJF6vxtLqEFMoc4no5VDG789D7z,812
2022-7,KT1X3zxdTzPB9DgVzA3ad6dgZe9JEamoaeRy,551
2022-7,tz1e4N6UZzrjoxKbsJoLnxuBy6DfZu4voiTV,537
2022-7,tz2WDATNYnp7FdsmuZDYSidioZqeoLNZqXvE,3942
2022-7,KT1KEa8z6vWXDJrVqtMrAeDVzsvxat3kHaCE,1691
2022-7,KT1KtdkMMpdRqmGTYobdCAz8oeNLvQe3viiH,1319
2022-7,KT1TnTr6b2YxSx2xUQ8Vz3MoWy771ta66yGx,1714
2022-7,tz1dPMpQ4zEgdngrPbwywAowzfbandTQ1dDK,2392
2022-7,KT18p94vjkkHYY3nPmernmgVR7HdZFzE7NAk,3629
2022-7,KT1ViVwoVfGSCsDaxjwoovejm1aYSGz7s2TZ,540
2022-7,KT1NVvPsNDChrLRH5K2cy6Sc9r1uuUwdiZQd,621
2022-7,KT1My1wDZHDGweCrJnQJi3wcFaS67iksirvj,955
2022-7,KT1TjnZYs5CGLbmV6yuW169P8Pnr9BiVwwjz,2392
2022-7,KT1Xo5B7PNBAeynZPmca4bRh6LQow4og1Zb9,808
2022-7,KT1Q2jUJnrvrrhi4gBpZVLm37nyCqaFNtK7X,829
2022-7,KT1WvzYHCNBvDSdwafTHv7nJ1dWmZ8GCYuuC,16930
2022-7,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,7757
2022-7,KT1GyRAJNdizF1nojQz62uGYkx8WFRUJm9X5,3124
2022-7,KT1J6NY5AU61GzUX51n59wwiZcGJ9DrNTwbK,586
2022-7,KT1FvqJwEDWb1Gwc55Jd1jjTHRVWbYKUUpyq,1927
2022-7,KT191reDVKrLxU9rjTSxg53wRqj6zh8pnHgr,1997
2022-7,KT1Aq4wWmVanpQhq4TTfjZXB5AjFpx15iQMM,6132
2022-7,KT1GbyoDi7H1sfXmimXpptZJuCdHMh66WS9u,5772
2022-7,KT1Ezht4PDKZri7aVppVGT4Jkw39sesaFnww,1630
2022-7,KT1EF89rHUm71YoFqUTnc4DjiPUas9HyGWb1,1446
2022-7,tz1bDXD6nNSrebqmAnnKKwnX1QdePSMCj4MX,591
2022-7,KT1P8n2qzJjwMPbHJfi4o8xu6Pe3gaU3u2A3,2046
2022-7,KT1GRSvLoikDsXujKgZPsGLX8k8VvR2Tq95b,678
2022-7,KT1U6EHmNxJTkvaWJ4ThczG4FSDaHC21ssvi,5196
2022-7,KT1ErKVqEhG9jxXgUG2KGLW3bNM7zXHX8SDF,698
2022-7,KT1LjmAdYQCLBjwv4S2oFkEzyHVkomAf5MrW,859
2022-7,KT1XRPEPXbZK25r3Htzp2o1x7xdMMmfocKNW,723
2022-7,tz1SGrdsM2EDo7juLo1U3vg2FoMekpkpDJLX,851
2022-7,KT1K9gCRgaLRFKTErYt1wVxA3Frb9FjasjTV,504
2022-7,tz1bAjg8KhBjzRMuPbdLfC4EvETmdsuruynm,779
2022-7,KT1Hkg5qeNhfwpKW4fXvq7HGZB9z2EnmCCA9,2273
2022-7,KT1PHubm9HtyQEJ4BBpMTVomq6mhbfNZ9z5w,6363
2022-7,KT1VNEzpf631BLsdPJjt2ZhgUitR392x6cSi,614
2022-7,KT193D4vozYnhGJQVtw7CoxxqphqUEEwK6Vb,742
2022-7,tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,716
2022-7,KT1Ha4yFVeyzw6KRAdkzq6TxDHB97KG4pZe8,2414
2022-7,KT1HbQepzV1nVGg8QVznG7z4RcHseD5kwqBn,1892
2022-7,KT1NoozaPXHKZHobxcheTWa1XLSTChUTgBg1,896
2022-8,KT1GRSvLoikDsXujKgZPsGLX8k8VvR2Tq95b,669
2022-8,tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,634
2022-8,KT1CAbPGHUWvkSA9bxMPkqSgabgsjtmRYEda,529
2022-8,KT1HnV6WJFLksLaLZRLck1TX4SbbcTXULX9t,525
2022-8,KT191reDVKrLxU9rjTSxg53wRqj6zh8pnHgr,1696
2022-8,tz1bAjg8KhBjzRMuPbdLfC4EvETmdsuruynm,825
2022-8,KT1WvV2rPBQUFUqtCWmnnj8JX2gkmDtMBzQi,523
2022-8,tz1SGrdsM2EDo7juLo1U3vg2FoMekpkpDJLX,704
2022-8,KT1K9gCRgaLRFKTErYt1wVxA3Frb9FjasjTV,645
2022-8,KT1U6EHmNxJTkvaWJ4ThczG4FSDaHC21ssvi,4471
2022-8,KT1X3zxdTzPB9DgVzA3ad6dgZe9JEamoaeRy,521
2022-8,KT1Hkg5qeNhfwpKW4fXvq7HGZB9z2EnmCCA9,2097
2022-8,KT1ErKVqEhG9jxXgUG2KGLW3bNM7zXHX8SDF,625
2022-8,tz2WDATNYnp7FdsmuZDYSidioZqeoLNZqXvE,3509
2022-8,KT1My1wDZHDGweCrJnQJi3wcFaS67iksirvj,546
2022-8,KT1P8n2qzJjwMPbHJfi4o8xu6Pe3gaU3u2A3,1739
2022-8,KT1XRPEPXbZK25r3Htzp2o1x7xdMMmfocKNW,718
2022-8,KT1BJC12dG17CVvPKJ1VYaNnaT5mzfnUTwXv,6715
2022-8,KT18p94vjkkHYY3nPmernmgVR7HdZFzE7NAk,3220
2022-8,KT1Ezht4PDKZri7aVppVGT4Jkw39sesaFnww,1298
2022-8,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,8304
2022-8,KT1GbyoDi7H1sfXmimXpptZJuCdHMh66WS9u,5307
2022-8,KT1LjmAdYQCLBjwv4S2oFkEzyHVkomAf5MrW,718
2022-8,KT1TjnZYs5CGLbmV6yuW169P8Pnr9BiVwwjz,2223
2022-8,KT1HbQepzV1nVGg8QVznG7z4RcHseD5kwqBn,1969
2022-8,KT1Xo5B7PNBAeynZPmca4bRh6LQow4og1Zb9,562
2022-8,KT1KEa8z6vWXDJrVqtMrAeDVzsvxat3kHaCE,1377
2022-8,KT18pVpRXKPY2c4U2yFEGSH3ZnhB2kL8kwXS,543
2022-8,KT1TnTr6b2YxSx2xUQ8Vz3MoWy771ta66yGx,1484
2022-8,tz1LnHsA2wpn7guf8b7xzX2i5zNKRQoRQVgJ,520
2022-8,KT1Ha4yFVeyzw6KRAdkzq6TxDHB97KG4pZe8,1247
2022-8,KT1VAEH1BujPVdgTdwDYda8x3LLmFU6PuK2T,1223
2022-8,KT1Aq4wWmVanpQhq4TTfjZXB5AjFpx15iQMM,6346
2022-8,KT1PHubm9HtyQEJ4BBpMTVomq6mhbfNZ9z5w,6830
2022-8,KT1GyRAJNdizF1nojQz62uGYkx8WFRUJm9X5,2655
2022-8,KT1EF89rHUm71YoFqUTnc4DjiPUas9HyGWb1,886
2022-8,KT1FvqJwEDWb1Gwc55Jd1jjTHRVWbYKUUpyq,1995
2022-8,KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,524
2022-8,KT1WvzYHCNBvDSdwafTHv7nJ1dWmZ8GCYuuC,18664
2022-8,KT193D4vozYnhGJQVtw7CoxxqphqUEEwK6Vb,681
2022-9,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,2474
2022-9,KT1TjnZYs5CGLbmV6yuW169P8Pnr9BiVwwjz,651
2022-9,KT1GyRAJNdizF1nojQz62uGYkx8WFRUJm9X5,529
2022-9,KT1WvzYHCNBvDSdwafTHv7nJ1dWmZ8GCYuuC,7670
2022-9,KT1Aq4wWmVanpQhq4TTfjZXB5AjFpx15iQMM,2379
2022-9,KT1GbyoDi7H1sfXmimXpptZJuCdHMh66WS9u,2079
2022-9,tz2WDATNYnp7FdsmuZDYSidioZqeoLNZqXvE,762
2022-9,KT1Hkg5qeNhfwpKW4fXvq7HGZB9z2EnmCCA9,597
2022-9,KT1BJC12dG17CVvPKJ1VYaNnaT5mzfnUTwXv,2558
2022-9,KT1U6EHmNxJTkvaWJ4ThczG4FSDaHC21ssvi,1589
2022-9,KT1PHubm9HtyQEJ4BBpMTVomq6mhbfNZ9z5w,2042
2022-9,KT18p94vjkkHYY3nPmernmgVR7HdZFzE7NAk,943