,sender,out_degree,in_degree,tot_transactions,total_amount,max_amount,min_amount,type_of_address
165,tz2WDATNYnp7FdsmuZDYSidioZqeoLNZqXvE,18870,9350,41064,77762913907434.0,5239933000000.0,0.0,normal
166,KT1JdufSdfg3WyxWJcCRNsBFV9V3x9TQBkJ2,1356,1361,190200,3027839573576797.0,1346829137346.0,0.0,normal
167,tz1TzHDLTNK1J1fCotGBLuE43DoogC5pHGyT,488,9,51281,451105975853.0,49000000000.0,1.0,normal
168,tz1VQnqCCqX4K5sP3FNkVSNKTdCAMJDd3E1n,1587,10,98557,2965665346315.0,445656000000.0,0.0,normal
169,KT1WsKJqDiUr1mBSPbpjUfsEfGQiUk1wuCLd,885,3,57113,399790819978.0,2670515280.0,1.0,normal
170,KT1HUnqM6xFJa51PM2xHfLs7s6ARvXungtyq,12,835,37002,0.0,0.0,0.0,normal
171,tz1c5wM9826YcUNQ8a17z9eUYpKQ3oW3zfmJ,1,3,623973,0.0,0.0,0.0,normal
172,tz1PFeoTuFen8jAMRHajBySNyCwLmY5RqF9M,1362,14,64411,36845378875.0,360000000.0,0.0,normal
173,KT1DksKXvCBJN7Mw6frGj6y6F3CbABWZVpj1,1154,1652,45073,4578217534444.0,88163964320.0,0.0,normal
174,tz1QS7N8HnRBG2RNh3Kjty58XFXuLFVdnKGY,795,7,51954,172246438281.0,40000000000.0,0.0,normal
175,KT1KJhxkCpZNwAFQURDoJ79hGqQgSC9UaWpG,2,1219,53325,0.0,0.0,0.0,normal
176,tz1STpayh8rNYqpxVf3x86pWpzmcKwmrMvNv,2159,3,69961,172368374226.0,365189505.0,100.0,normal
177,tz1Tnr7CDL5i45EHSPpPReBocDiGbMwpdTCn,10748,4,374908,95977840891.0,468334127.0,1.0,normal
178,tz1aF8E89g1EqqzCmbNCLunTtCtxgkoQUX7N,935,3,68269,185234535336.0,275037046.0,574.0,normal
179,KT1P8n2qzJjwMPbHJfi4o8xu6Pe3gaU3u2A3,1,57752,104990,0.0,0.0,0.0,normal
180,KT1JAgJC6FTJ9SzGGits8GVonCr8cfFp5HGV,837,993,38286,183299190224.0,10046020074.0,0.0,normal
181,tz1LcDMi4TAPL31ZRvkYDm4fAXFWRugCzxPY,529,60,71996,28550612468.0,1000000000.0,0.0,normal
182,tz1MdSsDBG8k8q1pxZrdpSC2Aw49ukFs8ACy,3949,56,288663,777897860148.0,38630000000.0,0.0,normal
183,tz1cNnEdJYgbkB8YN6vD5QJTBays2EJsw5A7,190,47,47868,55038811526.0,2000000000.0,0.0,normal
184,KT1Kp3KVT4nHFmSuL8bvETkgQzseUYP3LDBy,2,1175,49509,0.0,0.0,0.0,normal
185,KT1QxLqukyfohPV5kPkw97Rs6cw1DDDvYgbB,4249,6131,96558,4543568068262.0,23158584194.0,0.0,normal
186,tz1fTLiQ2bFzVJR4qzpu5nzuzDmc6mEpAUAJ,736,5,44166,8247110224.0,161032912.0,1.0,normal
187,KT1WxgZ1ZSfMgmsSDDcUn8Xn577HwnQ7e1Lb,3951,5048,158720,4919111771688.0,25240118522.0,0.0,normal
188,tz1ZHbDC8zZWuTuGDPfVWrd4EdDMz44oJ8UF,2,2,48212,1000000.0,1000000.0,0.0,normal
189,tz1ZF8Cg8ARjRjVrVDnQsHDBbg4bBspJAcPb,116,46,57918,958519350039.0,1540000000.0,0.0,normal
190,tz1MoonPbyMJSqMVsVwExgVc5egnv18CgSDq,3675,11,260764,1247187071427.0,3470952957.0,1.0,normal
191,KT1Xo5B7PNBAeynZPmca4bRh6LQow4og1Zb9,6642,12128,1284919,3282637168446.0,8250000000.0,0.0,normal
192,KT1EtjRRCBC2exyCRXz8UfV7jz7svnkqi7di,1597,2441,114027,2410392484046.0,10405931853.0,0.0,normal
193,tz3adcvQaKXTCg12zbninqo3q8ptKKtDFTLv,1117,21,144469,2712122529061.0,349999000000.0,657.0,normal
194,KT1H5b7LxEExkFd2Tng77TfuWbM5aPvHstPr,601,1120,112067,1561661902550.0,19791255079.0,0.0,normal
195,KT1NN1NgmKFTW5FUWiyxVjUt3kH9bCiqgxLW,19,103,75138,0.0,0.0,0.0,normal
196,KT1GePvufEGURxst4KwRX3jbvTgreHJo72it,3,728,217514,0.0,0.0,0.0,normal
197,KT1Pyd1r9F4nMaHy8pPZxPSq6VCn9hVbVrf4,6,1599,255449,1017174748660.0,11217724600.0,0.0,normal
198,KT1Gdix8LoDoQng7YqdPNhdP5V7JRX8FqWvM,2851,4405,63451,2727736618318.0,19105530124.0,0.0,normal
199,tz1ioKtFngSzMg1eXwWu8d1YcBgAoCZeSycU,317,7,36464,154010302834.0,3300000000.0,1.0,normal
200,tz1e4N6UZzrjoxKbsJoLnxuBy6DfZu4voiTV,54257,19184,98316,131888910707372.0,1000000000000.0,7.0,normal
201,tz1fg4gu3agTw4BYwySKAq5cMYMnw6wfqrQx,618,38,72634,39172012731.0,1000110000.0,0.0,normal
202,tz1TDSNJcq2sKtxjRBdMoqkr72yaVWFJiTrN,2090,3,37791,65357910477.0,370945135.0,0.0,normal
203,KT1XutoFJ9dXvWxT7ttG86N2tSTUEpatFVTm,10,799,43194,0.0,0.0,0.0,normal
204,KT1JeWiS8j1kic4PHx7aTnEr9p4xVtJNzk5b,3,622,39438,0.0,0.0,0.0,normal
205,tz1TGGgh4SdHuPxbxGJiQKif6pUPFULayt6s,2,2,60454,0.0,0.0,0.0,normal
206,tz1LEwKokf48BDXX6dAnfCt73GWj6LASKcff,172,76,88469,682203724727.0,2171764117.0,0.0,normal
207,tz1UCFixZ2aZg4FJezcNtT5U6XLJ57b3yyPN,161,52,123472,629267479579.0,305000000.0,0.0,normal
208,tz1c9HEyZdAWXZCLE7h3KcZCyykjZr7VY3QM,3104,13,235642,2138669645680.0,3544424625.0,0.0,normal
209,tz1W1en9UpMCH4ZJL8wQCh8JDKCZARyVx2co,82261,18,9643101,3873117213990.0,26492000000.0,0.0,normal
210,tz1NsLemTeta4tkArFLfLTyzR6i17jchh8wP,3,2,150344,0.0,0.0,0.0,normal
211,tz1imZ4ZKk9ukiU9GdLLvmsAhCVuznfTyjKD,682,5,35780,11160422708.0,49122850.0,1.0,normal
212,tz1XVBuWfdFpWCiMvsEV8KEX2nkMHN3mfuHJ,714,7,49578,46004439410.0,1500000000.0,0.0,normal
213,KT19Dskaofi6ZTkrw3Tq4pK7fUqHqCz4pTZ3,11,924,48205,0.0,0.0,0.0,normal
214,KT1UNe7oZdmYmZtGAPtGxqLModxSuRSBLbDT,1,333,50703,0.0,0.0,0.0,normal
215,KT1HbQepzV1nVGg8QVznG7z4RcHseD5kwqBn,33848,78595,11948435,8697277785938.0,27419875000.0,0.0,likely anomaly
216,KT1GRSvLoikDsXujKgZPsGLX8k8VvR2Tq95b,28,8465,40415,0.0,0.0,0.0,normal
217,KT1X1LgNkQShpF9nRLYw3Dgdy4qp38MX617z,5574,7459,470003,19128324718689.0,112147515324.0,0.0,normal
218,KT1Mqx5meQbhufngJnUAGEGpa4ZRxhPSiCgB,369,8,131587,372274993179.0,257050281000.0,0.0,normal
219,KT1QqjR4Fj9YegB37PQEqXUPHmFbhz6VJtwE,2,2515,91980,1000000.0,1000000.0,0.0,normal
220,tz1PWtaLXKiHXhXGvpuS8w4sVveNRKedTRSe,190,72,86105,927817200010.0,1800000000.0,0.0,normal
221,KT1R5dHqnpeKVFow9mErfN763RFfe51vmiB8,2,1612,419340,0.0,0.0,0.0,normal
222,KT1Jr5t9UvGiqkvvsuUbPJHaYx24NzdUwNW9,2,121,122486,0.0,0.0,0.0,normal
223,tz1VCP3MQdfxtRc83CRJZX43wc1oZUxb6KmH,4359,3,334554,195123596200.0,511000000.0,1.0,normal
224,KT1BJ5udeRJy4JsZ7uwYYeZb6GtCGj2aVzpb,2,2518,76484,0.0,0.0,0.0,normal
225,KT1FFE2LC5JpVakVjHm5mM36QVp2p3ZzH4hH,773,1539,144670,4207651800.0,3656160100.0,0.0,normal
226,tz1U7xSdkqfv2Q4WHp9x6e1kv8FoE31kgimv,5,3,63969,0.0,0.0,0.0,normal
227,KT1XXAavg3tTj12W1ADvd3EEnm1pu6XTmiEF,11,1474,73658,0.0,0.0,0.0,normal
228,tz1ch7nvDDAchbAPfTio3yBsdvN1SZJZj1wY,16457,12303,31045,52724948262296.0,1748541000000.0,500000.0,normal
229,KT191reDVKrLxU9rjTSxg53wRqj6zh8pnHgr,1,56687,98422,245381000000.0,800000000.0,1000000.0,normal
230,KT1TnrLFrdemNZ1AnnWNfi21rXg7eknS484C,13,562,39128,0.0,0.0,0.0,normal
231,KT1M234AC3kz9uQ9vse8caidhKUMrZ3S2YjN,12,54,49897,0.0,0.0,0.0,normal
232,tz1TDSR4jhfb1LHeusVGMRBjZaLH6xAQWMfG,2114,3,37633,48162554802.0,4002370097.0,0.0,normal
233,KT1Aq4wWmVanpQhq4TTfjZXB5AjFpx15iQMM,37038,22072,485022,0.0,0.0,0.0,normal
234,tz1bxnm4UrKDq1kR8qfxYvnW6Czjhv1yRqPK,467,170,34052,19195705787.0,500000000.0,0.0,normal
235,tz1PLNscHFFHxYZLXnaeSxDqnC7pvM5Ran6E,2,2,85097,1.0,1.0,0.0,normal
236,tz1Y2bfsQAYHrWZpM1AwomYMw2KEtaJ5VMfU,546,15,53469,37547029357888.0,20909075267249.0,0.0,normal
237,KT1X3zxdTzPB9DgVzA3ad6dgZe9JEamoaeRy,8490,9751,91269,1553222648032.0,17340180760.0,0.0,normal
238,KT1XX3VQBrKpFtYicXyYnbzbZHfV654quP7x,3,352,46110,0.0,0.0,0.0,normal
239,KT1GJBSMRGApA2DnSivs73Fhau6dbfP1Sntd,884,8,33717,618848924984.0,61094344999.0,1.0,normal
240,KT1N2oby9tYmv5tjkGD1KyVzkDRCmgDkXgSD,3350,3,130792,174501497184.0,4200105000.0,0.0,normal
241,tz1SPYBKccNws8uVdhrrSP9Q8QevX7MzkMRx,200,94,202414,1424676358253.0,330000000.0,0.0,normal
242,tz1Xs1sGyKEKHt1anVWkd7ov2qNufFLMrFrE,76799,3,76800,9815228103.0,500000.0,1.0,normal
243,tz1dutchdwnVhsR7HB7HGWdDBZsHQdzrMDuk,503,5,41644,411546330499.0,20000000000.0,1.0,normal
244,tz1ZmRNg15UZVoM1wE89umMiE35Ff4ZAnKqw,143,27,44700,30491772442.0,500000000.0,0.0,normal
245,KT1TnTr6b2YxSx2xUQ8Vz3MoWy771ta66yGx,1,57896,59010,0.0,0.0,0.0,normal
246,tz1XTZM55hF7g98CzY88MXWhmK8QioGXHtuY,3288,12,331969,807155345545.0,41000000000.0,1.0,normal
247,tz1irJKkXS2DBWkU1NnmFQx1c1L7pbGg4yhk,270,15,44996,12099392866243.0,500000000000.0,1.0,normal
248,KT1WvzYHCNBvDSdwafTHv7nJ1dWmZ8GCYuuC,58442,57441,3974622,16706769474438.0,72625000000.0,0.0,normal
249,tz1Panda7oxUQGUfaGZNhGi35YxpZ3BA8H9F,714,4,88692,394848004545.0,823800000.0,26.0,normal
250,tz2BruKv848x7gBy7rCJRNPrmMqW73SVXbAQ,1146,13,32485,24060603479.0,306000000.0,0.0,normal
251,tz1d4h4uXeK1boArPdDNHHBAXdBntb5P3ZSN,161,73,76664,1053597879443.0,1800000000.0,0.0,normal
252,tz1LJycSuCT25AA5VJwNW1QYXVGyy7YLwZh9,816,9,41566,19219676261.0,627480000.0,0.0,normal
253,tz1am2nmU1cJmoPViB6MDM6kQHU6LAivipay,2587,5,115079,58035038523.0,1000000000.0,0.0,normal
254,tz1gNjyzyT8L6WgNS4AdNMppsSFw76J4aDvT,67268,21457,119811,132023864428351.0,780357644154.0,1000000.0,normal
255,tz1icYb3y2M4LGTCoAJMvyQAvpqvaaCbzTzc,66,38,44592,754042934122.0,874775776.0,0.0,normal
256,tz1TDS3hdLzjpCDF4C8eA6xgW23WZKjLyM8t,2087,5,36652,10843782921.0,89987556.0,0.0,normal
257,tz1NDDfcy9LiQrDWmwvUjnGBHvH636Xwz6MD,2,4,71519,0.0,0.0,0.0,normal
258,KT1Hkg5qeNhfwpKW4fXvq7HGZB9z2EnmCCA9,11243,59801,4055157,2298179746409.0,10062500000.0,0.0,normal
259,tz1ZZ4nQHBV122dBxztxYZchKpbimWWD5LY2,125,60,99306,619280604807.0,708102026.0,0.0,normal
260,KT1ViVwoVfGSCsDaxjwoovejm1aYSGz7s2TZ,12,2170,501467,0.0,0.0,0.0,normal
261,tz1XFMUQwMMcJ1bMyZMMbuPyH71gEAjVDh4V,937,4,62977,51408523587.0,240292589.0,0.0,normal
262,tz1Vyuu4EJ5Nym4JcrfRLnp3hpaq1DSEp1Ke,1167,6,63101,62143969303.0,18057000000.0,0.0,normal
263,tz1grfW18aeMQ5kajyVxM7rewzXhWGLsXUtY,2401,3,132636,195716601860.0,542270872.0,1.0,normal
264,KT1K9gCRgaLRFKTErYt1wVxA3Frb9FjasjTV,30,8329,33499,0.0,0.0,0.0,normal
265,tz1cZVbFLhGA3obUjFMamUBknEYUr5rcxX3g,18,2,32424,100000.0,100000.0,0.0,normal
266,KT1AVbWyM8E7DptyBCu4B5J5B7Nswkq7Skc6,3,501,52287,0.0,0.0,0.0,normal
267,tz1hvfkpf7HbnE1Rroi7JbyegVjZzu97Yqw6,520,56,60250,133512201235.0,27000000000.0,0.0,normal
268,tz1VGZPvqytFVAoSAsM8VrUveJdL3PpVy6K9,80,18,36378,48243139879.0,2500000000.0,0.0,normal
269,tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,5866,3,389253,750679752568.0,1188199466.0,1.0,normal
270,KT1SS2jUQPvHMfPFXNhmDFPJtAs2cWyAQYct,223,132,318018,191291673336.0,398051488.0,0.0,normal
271,KT1PSUKkif8KZzSeWdPewWMkx61QBR8VuXsm,1221,1979,176497,979036616940.0,4500000000.0,0.0,normal
272,KT1GbyoDi7H1sfXmimXpptZJuCdHMh66WS9u,8235,12597,1239385,7031262973254.0,61875000000.0,0.0,normal
273,tz1dXCHSN8uwnappk4uet1WQeuvbaJog4Jwi,3343,5,240578,198109491550.0,359143818.0,1.0,normal
274,KT1Lz5S39TMHEA7izhQn8Z1mQoddm6v1jTwH,4,672,121511,0.0,0.0,0.0,normal
275,tz1TkQCxYhhpzMop7Da6g2tpa1Z2giUbPdqv,1218,18,117909,441437004569.0,18000000000.0,0.0,normal
276,tz1TDSJ2F9x7m7FfwZDxtqevRJK7xfFi5XUo,2137,3,37651,35995398398.0,1060005387.0,0.0,normal
277,tz1SGrdsM2EDo7juLo1U3vg2FoMekpkpDJLX,19257,24401,36964,51623126555238.0,2900000000000.0,500000.0,normal
278,KT1NoozaPXHKZHobxcheTWa1XLSTChUTgBg1,1947,3859,54664,1408530504987.0,6147271296.0,0.0,normal
279,KT1XjcRq5MLAzMKQ3UHsrue2SeU2NbxUrzmU,11974,14920,224895,5221687804093.0,25000000000.0,0.0,normal
280,KT1NGTDBKDPMrAYEufb72CLwuQJ7jU7jL6jD,1848,2,30775,154929427479.0,3085346446.0,0.0,normal
281,KT1C9gJRfkpPbNdBn3XyYbrUHT6XgfPzZqXP,9,1781,80804,0.0,0.0,0.0,normal
282,tz1LaN1QJGrmPcuAfLvncTLJ3iRzphHpjugu,147,17,76472,15894798681.0,272598056.0,0.0,normal
283,KT19kCpYFxrNPegMBYKKH44szaqv8offqBRz,1,3,30474,8050355512.0,150000000.0,25.0,normal
284,KT1XRPEPXbZK25r3Htzp2o1x7xdMMmfocKNW,51,3400,64830,0.0,0.0,0.0,normal
285,tz1VwmmesDxud2BJEyDKUTV5T5VEP8tGBKGD,33156,8,149588,1495880000.0,10000.0,10000.0,normal
286,tz1TqU5hwh6CtC8Ps5GYBi7YyawvtKLNCbvQ,1081,4,92662,191078386357.0,5000000000.0,0.0,normal
287,KT1M5a4bkAHHe2uwgyWCxvHF2u4Y5cpa9ohb,1,2,72071,0.0,0.0,0.0,normal
288,tz1RV1MBbZMR68tacosb7Mwj6LkbPSUS1er1,3064,25,237506,188092313977.0,10298330000.0,1.0,normal
289,tz1SZxvD3FHWys9XZEzUZXH6ArzGuNHLUiUJ,51005,5,51062,343300.0,110000.0,1.0,normal
290,tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,67891,23384,121904,128460786370203.0,1000000000000.0,1000000.0,likely anomaly
291,tz1iwMwTE96aHPRunmwqeUpdASepieEy5MDU,1519,2,35314,65215056024.0,1800000000.0,1.0,normal
292,KT1NUrzs7tiT4VbNPqeTxgAFa4SXeV1f3xe9,3840,4151,110660,555806234944.0,1467375000.0,0.0,normal
293,tz1c5q1xLQ6kKV5Lgk7DqvVwMVWfik7ARQP4,486,8,71031,585289486954.0,40000000000.0,0.0,normal
294,tz1VsHt47xnob2e4A99Vx5qEeT2Rd4yUqg5Z,168,35,34720,27849424859.0,743000000.0,0.0,normal
295,KT1FHewqgFXCjTJbYvLMhWL335ZV1qupN1c2,15,81,60181,0.0,0.0,0.0,normal
296,KT1NhPZV5Vjj9vBtirup6aSUexySzkBnrpdz,4,607,151817,0.0,0.0,0.0,normal
297,tz1UQvdfQ2cwyDa6k6U62mkHWeULwBqCcJwN,1415,3,49873,45485275446.0,184212828.0,236.0,normal
298,tz1hxtCEcD7idQJEDiJEq37vBkoRcwF6KC2X,1046,9,35325,18935393498.0,250000000.0,3.0,normal
299,tz1RiSGsJwcN6roErVt4D3mfSCYSaWYWP9q8,1169,19,60948,11667961878.0,28086330.0,1.0,normal
300,KT1XCoGnfupWk7Sp8536EfrxcP73LmT68Nyr,1779,13511,813473,807041867068.0,243750000.0,0.0,normal
301,tz1gTm7dAYGBNu8QUNYa34UUpiY7NBA7vUSL,106,46,76234,2058555541274.0,4164000000.0,0.0,normal
302,tz1iVCqjMRG7MfBoFnVjbLQyeLAeJQfLxXze,4471,11,322222,598947545285.0,7000000000.0,0.0,normal
303,tz1XwtzongALqLRcVfHpbUygpFkMPChN4YiG,291,31,39395,5935660468.0,140000000.0,0.0,normal
304,tz1ceiboANJ72iqG1g9Xig8vW74JJijv4mb8,440,10,44242,142534038281.0,17125000000.0,0.0,normal
305,tz1Q8SvcHjBBihikyoEqg7bFCYwQafEU2iqb,110,46,41717,400803396970.0,2710000000.0,0.0,normal
306,tz1irLxbM6z2xiNccwnAaWoTZSdefTtQBxb4,1587,6,40531,65830489781.0,12000000000.0,0.0,normal
307,KT1KnuE87q1EKjPozJ5sRAjQA24FPsP57CE3,3020,3168,321113,0.0,0.0,0.0,normal
308,tz1SebuhdgF39y5JGVKx4k9i2aj99VDG6eST,1038,13,37066,6481799116.0,1833000000.0,0.0,normal
309,KT1CExkW5WoKqoiv5An6uaZzN6i2Q3mxcqpW,7,1625,33457,83175000000.0,45000000.0,0.0,normal
310,KT1EpGgjQs73QfFJs9z7m1Mxm5MTnpC2tqse,6812,9009,128541,441188878105.0,3062500000.0,0.0,normal
311,tz2WsN2BwaGW2YPZynbFREKESceF71RJGv98,2,3,52548,0.0,0.0,0.0,normal
312,KT1VNEzpf631BLsdPJjt2ZhgUitR392x6cSi,42,1541,72822,0.0,0.0,0.0,normal
313,tz1e8XGv6ngNoLt1ZNkEi6sG1A39yF48iwdS,2,3,778907,0.0,0.0,0.0,normal
314,KT1VCrmywPNf8ZHH95HKHvYA4bBQJPa8g2sr,2,886,32938,0.0,0.0,0.0,normal
315,KT1PRtrP7pKZ3PSLwgfTwt8hD39bxVojoKuX,238,389,49407,92285582866.0,3159814282.0,0.0,normal
316,KT1LjmAdYQCLBjwv4S2oFkEzyHVkomAf5MrW,3,4692,118401,556199968516.0,2681250000.0,0.0,normal
317,tz1SEEQNGjxP3SC8biDWMMHwgpYk1aeiQDyJ,147,67,31474,9908623089788.0,21800000000.0,0.0,normal
318,tz1bDhCGNZLQw1QXgf6MCzo6EtAVSGkqEB11,25307,13863,43484,207298066318244.0,1106359618007.0,8.0,normal
319,KT1JWnPVJfRrQCqA2ntLZf6zgVphJ1NJCaYi,2,1905,53736,31332000000.0,50000000.0,0.0,normal
320,tz1MTAmuFmKu3MoxnkVsMj7xvSScj6d83hu5,822,6,72046,48027111855.0,112528300.0,0.0,normal
321,KT1DuYujxrmgepwSDHtADthhKBje9BosUs1w,1057,1389,37628,1376348116394.0,19537573304.0,0.0,normal
322,tz1MHDcPPMZsK9mPA8XwUSw5kNqoJG3pXJ2f,12428,5805,47783,161113058540552.0,1658709000000.0,1000000.0,normal
323,tz1fRXMLR27hWoD49tdtKunHyfy3CQb5XZst,257,114,103741,7313276610.0,1000000000.0,0.0,normal
324,KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,6245,8215,228041,13795362705542.0,488288627348.0,0.0,normal
325,KT1WnkYcBK7gyChXjSvZ4wqE7TqsU5UYL5uS,6,12,131295,0.0,0.0,0.0,normal
326,tz1PayLDWLg39fbkwKejnT3aijz4QEd5kgt3,1104,3,42775,43411183775.0,1600000000.0,1.0,normal
327,KT1WX1sPzJDud5mJyq6LVN7ZuCqajtANYZJk,4,911,667511,0.0,0.0,0.0,normal
328,tz1Ywgcavxq9D6hL32Q2AQWHAux9MrWqGoZC,2647,2,293076,367060750619.0,636000000.0,0.0,normal
329,KT1U2hs5eNdeCpHouAvQXGMzGFGJowbhjqmo,2052,2677,112111,3436880509246.0,21619439573.0,0.0,normal
330,KT1GyRAJNdizF1nojQz62uGYkx8WFRUJm9X5,2629,14500,371159,923070000881.0,3234239351.0,0.0,normal
331,tz1ciwP9ssr7ZkpnKSX5GiyRRYBj64gE8Mf6,137,62,46784,1566574628390.0,783139209.0,0.0,normal
332,tz1MXjdb684ByEP5qUn5J7EMub7Sr8eBziDe,28001,15096,47649,193615515236232.0,1106359618007.0,4.0,normal
333,tz1QH3G2btaWc1vRLNsEfx2gHM7Ad81TeRit,854,2,34714,437548248316.0,4443000000.0,1.0,normal
